Data source,Date of update,Product name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,NCE?,Mycobacterium tuberculosis,Clostridioides difficile
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2198,Antibiotics,,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,TenNor Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Helicobacter pylori,Other priority pathogens,Possibly,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Enterococcus faecium,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Campylobacter spp.,Other priority pathogens,Possibly,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TRL1068,Non-traditional,Antibodies,Antibody,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Trellis Bioscience,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Campylobacter spp.,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TXA709,Antibiotics,,Diflurobenzamide (FtsZ inhibitor),MRSA,"IV, Oral",Phase I,TAXIS Pharmaceuticals,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Other priority pathogens,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Helicobacter pylori,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Enterococcus faecium,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Campylobacter spp.,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,VNRX-7145 + ceftibuten,Antibiotics,,Boronate-BLI + cephalosporin,Gram-negative infections,Oral,Phase I,Venatorx,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"XNW4107 +imipenem 
+ cilastin",Antibiotics,,"BLI + carbapenem + 
degradation inhibitor",HABP/VABP,IV,Phase I,Sinovent,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,YPT-01,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,Felix Biotechnology/ Yale University,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zidebactam + cefepime,Antibiotics,,DBO-BLI/ PBP2 binder + cephalosporin,Gram-negative bacterial infections,IV,Phase I,Wockhardt Ltd.,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Staphylococcus aureus,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Zoliflodacin,Antibiotics,,Topoisomerase Inhibitors (Spiropyrimidenetrione),Uncomplicated N. gonorrhoeae,Oral,Phase III,Entasis Therapeutics Inc./ GARDP,Priority pathogens,Enterobacterales,Critical priority pathogens,No,Yes,Yes,,
