	Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
249	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
250	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
251	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Enterobacterales	Critical priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
252	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
253	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
254	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
255	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
256	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Yes	Yes	No	Unknown	Gepotidacin
257	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	Yes	Yes	No	Unknown	Gepotidacin
258	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	Yes	Yes	Yes	No	Unknown	Gepotidacin
259	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	Yes	Yes	No	Unknown	Gepotidacin
260	WHO AMR pipeline analysis	2021-11-01	GSK2140944	Antibiotics	Topoisomerase Inhibitors (Triazaacenaphthylene)	Uncomplicated urogenital gonorrhea and uUTI	IV, Oral	Phase III	 NCT04010539, NCT04020341	GSK	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	Yes	Yes	No	Unknown	Gepotidacin
261	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
262	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
263	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
264	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
265	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
266	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
267	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
268	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
269	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Miscellaneous
270	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
271	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
272	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
273	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Undisclosed (FimH)	E.coli UTI	Oral	Phase I	NCT04488770	GSK	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
274	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	KBP-7072
275	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	KBP-7072
276	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	KBP-7072
277	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	KBP-7072
278	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	KBP-7072
279	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	KBP-7072
280	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	KBP-7072
281	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	KBP-7072
282	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	No	Yes	No	Unknown	KBP-7072
283	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	KBP-7072
284	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	KBP-7072
285	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	KBP-7072
286	WHO AMR pipeline analysis	2021-11-01	–	Antibiotics	Tetracycline	Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)	Oral	Phase I	NCT02454361, NCT02654626, NCT04532957	KBP BioSciences Pharmaceutical Technical Co., Ltd.	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	No	Unknown	KBP-7072
287	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
288	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
289	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
290	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
291	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
292	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
293	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
294	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
295	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
296	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
297	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
298	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
299	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	CRISPR-Cas3 enhanced phage	E. coli	IV	Phase I	NCT04191148	Locus Bioscience	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
300	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
301	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
302	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
303	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
304	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
305	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
306	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
307	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
308	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
309	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
310	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Campylobacter spp.	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
311	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
312	WHO AMR pipeline analysis	2021-11-01	–	Non-traditional	"Monoclonal Ab like
recombinant protein"	E. coli and  C. jejuni infections	Oral	Phase II	NCT04098263, NCT04182490	Lumen Bioscience	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
313	WHO AMR pipeline analysis	2021-11-01	Tonabacase, SAL200	Non-traditional	Phage endolysin	S. aureus bacteremia	IV	Phase II	NCT03089697, NCT03446053	 Roivant Sciences/iNtRON Biotechnology	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
314	WHO AMR pipeline analysis	2021-11-01	Tonabacase, SAL200	Non-traditional	Phage endolysin	S. aureus bacteremia	IV	Phase II	NCT03089697, NCT03446053	 Roivant Sciences/iNtRON Biotechnology	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
